agent_id,faction,persona,champion,top3,confidence,reason,source_file
coach_04_3,主帅视角派,穆里尼奥风格信徒,法国,法国|葡萄牙|阿根廷,75,德尚踢最纯粹的穆式足球，控球让给你，姆巴佩+登贝莱打反击，淘汰赛务实主义才走得远。,wc2026_aggregation.json
coach_05_1,主帅视角派,日本J联赛教练,西班牙,西班牙|日本|法国,75,森保一的团队足球与战术纪律让我欣赏西班牙，传控体系在7场系列赛中消耗最小。,coach_05_predictions.json
coach_05_2,主帅视角派,非洲杯冠军主帅,摩洛哥,摩洛哥|巴西|德国,52,非洲球队身体+速度优势在北美气候下如鱼得水，FIFA第7+非洲杯冠军新帅进攻改革。,coach_05_predictions.json
coach_05_3,主帅视角派,MLS退休教练,美国,美国|墨西哥|西班牙,35,东道主备战优势不可低估，D组对手均无夺冠经验，48队扩军增大容错率。,coach_05_predictions.json
coach_06_1,主帅视角派,南美U20冠军教练,西班牙,西班牙|德国|法国,85,高位逼抢+青春风暴，亚马尔+佩德里年轻核心+FIFA第1+欧洲杯冠军已验证。,coach_06_predictions.json
coach_06_2,主帅视角派,前东欧国家队主帅,阿根廷,阿根廷|法国|克罗地亚,72,密集防守+定位球，2022已验证+斯卡洛尼务实体系+梅西关键球一锤定音。,coach_06_predictions.json
coach_06_3,主帅视角派,中超冠军教头,法国,法国|英格兰|巴西,78,外援核心+本土辅助，姆巴佩+登贝莱+奥利塞三核驱动，中超模式法国执行最彻底。,coach_06_predictions.json
coach_07_1,主帅视角派,德国青训教父,西班牙,西班牙|德国|法国,78,西班牙亚马尔+佩德里的高位反击正是德式逼抢的进化形态，比我更纯粹的执行者。,wc2026_aggregation.json
coach_07_2,主帅视角派,前意甲冠军教练,法国,法国|西班牙|葡萄牙,72,法国三中卫+特奥与克劳斯翼卫组合完美契合352体系，德尚谢幕战意志驱动。,wc2026_aggregation.json
coach_07_3,主帅视角派,荷甲冠军主帅,荷兰,荷兰|西班牙|德国,55,格拉芬贝赫+廷伯+加克波全是自家青训精品，技术流压迫在F组有练兵空间。,wc2026_aggregation.json
coach_08_1,主帅视角派,前西甲保级队主帅,法国,法国|葡萄牙|西班牙,78,低位防守+反击纵深，德尚体系与保级队哲学高度吻合，14.8亿欧FIFA第11被低估。,coach_08_predictions.json
coach_08_2,主帅视角派,葡超冠军教练,葡萄牙,葡萄牙|西班牙|法国,65,维蒂尼亚+内维斯各1.63亿欧技术中场是理想模板，边锋群内切能力强。,coach_08_predictions.json
coach_08_3,主帅视角派,法甲冠军教头,德国,德国|法国|英格兰,60,穆西亚拉+维尔茨+帕夫洛维奇平均年龄不到24岁，9.98亿欧青年军跑不死。,coach_08_predictions.json
coach_09_1,主帅视角派,前博卡青年主帅,阿根廷,阿根廷|巴西|墨西哥,72,激情+主场氛围，斯卡洛尼团队凝聚力+梅西谢幕战，美洲主场氛围加成。,coach_09_predictions.json
coach_09_2,主帅视角派,苏格兰老帅,英格兰,英格兰|法国|德国,65,身体对抗+长传冲吊，图赫尔的纪律性将最大化高空轰炸优势，L组赛程轻松。,coach_09_predictions.json
coach_09_3,主帅视角派,前比利时助教,葡萄牙,葡萄牙|西班牙|法国,60,菱形中场+控球，维蒂尼亚+内维斯双核驱动，C罗41岁精神加成，+1100被低估。,coach_09_predictions.json
coach_10_1,主帅视角派,前国米主帅,法国,法国|阿根廷|葡萄牙,78,三中卫+反击纵深，德尚4-3-3防反是大赛王道，姆巴佩戴速度+登贝莱爆破纵深无解。,coach_10_predictions.json
coach_10_2,主帅视角派,温格信徒,西班牙,西班牙|英格兰|葡萄牙,72,美丽足球+控球，西班牙FIFA第1+24个月不败，温格式控球消耗最小。,coach_10_predictions.json
coach_10_3,主帅视角派,前墨西哥主帅,阿根廷,阿根廷|巴西|墨西哥,62,阿兹台克2240米海拔是欧洲球队天然壁垒，阿根廷南美血统最适应高原，梅西赛程管理最优。,coach_10_predictions.json
injury_01_1,伤病赛程派,运动医学专家,西班牙,西班牙|阿根廷|葡萄牙,78,ACL康复周期9-12个月，罗德里戈和西蒙斯ACL令母队进攻崩塌；西班牙核心框架最完整。,injury_01_predictions.json
injury_01_2,伤病赛程派,运动营养师,阿根廷,阿根廷|法国|英格兰,72,梅西38岁被精心管理出场时间，阿尔瓦雷斯等核心赛季总分钟远低于亚马尔和姆巴佩。,injury_01_predictions.json
injury_01_3,伤病赛程派,队医数据分析师,法国,法国|西班牙|阿根廷,68,肌肉伤病潮重创争冠集团，巴西3人腿筋伤缺，法国14.8亿欧阵容深度足够吸收冲击。,injury_01_predictions.json
injury_02_1,伤病赛程派,旅行logistics专家,阿根廷,阿根廷|墨西哥|美国,76,阿根廷小组赛3城形成200英里三角圈总飞行不足400公里，欧洲球队需承受跨洋+跨时区双重压力。,injury_02_predictions.json
injury_02_2,伤病赛程派,气候学家,法国,法国|阿根廷|摩洛哥,71,休斯顿达拉斯WBGT超32度，迈阿密超29度，法国是唯一完全避开极端热区的强队。,injury_02_predictions.json
injury_02_3,伤病赛程派,赛程优化师,西班牙,西班牙|法国|阿根廷,73,西班牙前两场对佛得角沙特可大规模轮换，32强对手预计FIFA 30+，通往8强路径阻力最小。,injury_02_predictions.json
injury_03_1,伤病赛程派,运动康复师,西班牙,西班牙|法国|阿根廷,72,亚马尔腿筋恢复90%，巴西后防不可逆损失；西班牙阵容深度12.7亿欧可轮换保护。,injury_03_predictions.json
injury_03_2,伤病赛程派,体育心理学家,阿根廷,阿根廷|法国|西班牙,65,巴西士气重创，阿根廷卫冕冠军心态最稳，斯卡洛尼团队凝聚力是关键心理缓冲。,injury_03_predictions.json
injury_03_3,伤病赛程派,运动科学家,法国,法国|阿根廷|西班牙,70,巴萨帮体能窗口不足，法国阿根廷体能占优；穆西亚拉维尔茨年轻但赛季负荷过高。,injury_03_predictions.json
injury_04_1,伤病赛程派,航空业分析师,阿根廷,阿根廷|墨西哥|美国,58,阿根廷从南美飞北美仅需约8000公里，远低于欧洲球队，累积疲劳差异显著。,wc2026_aggregation.json
injury_04_2,伤病赛程派,运动医学记者,葡萄牙,葡萄牙|法国|阿根廷,62,葡萄牙26人名单零核心伤缺，维蒂尼亚内维斯门德斯全员健康，阵容完整度冠绝争冠集团。,wc2026_aggregation.json
injury_04_3,伤病赛程派,体育旅游顾问,西班牙,西班牙|阿根廷|巴西,55,西班牙选择迈阿密训练营湿热气候适应与2022阿根廷卡塔尔夺冠路径相似，备战环境匹配度极高。,wc2026_aggregation.json
injury_05_1,伤病赛程派,前国家队队医,阿根廷,阿根廷|西班牙|葡萄牙,78,梅西38岁在迈阿密被精心管理场均仅64分钟，不像C罗41岁仍在高强度消耗。,wc2026_aggregation.json
injury_05_2,伤病赛程派,运动生物力学专家,法国,法国|英格兰|阿根廷,72,阿利松肌肉伤存疑+亚马尔腿筋高复发风险，法国14.8亿欧阵容最完整仅埃基蒂克缺阵。,wc2026_aggregation.json
injury_05_3,伤病赛程派,体育管理顾问,西班牙,西班牙|法国|阿根廷,75,48队扩军赛程更密集，西班牙24个月不败且阵容深度极佳，年轻核心疲劳管理最优。,wc2026_aggregation.json
injury_06_1,伤病赛程派,北美时区研究者,阿根廷,阿根廷|巴西|美国,70,欧洲球队跨7个时区，阿根廷零时差+梅西体能管理优势，淘汰赛阶段体能储备碾压。,injury_06_predictions.json
injury_06_2,伤病赛程派,热带气候医学专家,巴西,巴西|阿根廷|哥伦比亚,58,湿热环境30度+70%湿度对欧洲球员心肺负荷大，巴西天然适应，南美基因气候红利。,injury_06_predictions.json
injury_06_3,伤病赛程派,小组赛对手分析师,葡萄牙,葡萄牙|法国|阿根廷,65,Group K是全部热门中最轻松小组，签运最佳，9.57亿欧阵容深度+轮换优势。,injury_06_predictions.json
injury_07_1,伤病赛程派,体育记者,法国,法国|英格兰|阿根廷,65,格里兹曼退出迫使德尚重组，登贝莱+奥利塞+姆巴佩新三叉合计超5亿欧，13名新人无心理包袱。,injury_07_predictions.json
injury_07_2,伤病赛程派,赛事运营专家,阿根廷,阿根廷|西班牙|葡萄牙,60,阿根廷Group J对手均非FIFA前10，头名出线极高；32强后避开上半区混战区，路径最平坦。,injury_07_predictions.json
injury_07_3,伤病赛程派,运动训练师,葡萄牙,葡萄牙|德国|英格兰,55,亚马尔腿筋伤是欧洲杯后身体透支缩影，葡萄牙休整充分，维蒂尼亚内维斯年轻中场体能占优。,injury_07_predictions.json
injury_08_1,伤病赛程派,GPS追踪分析师,阿根廷,阿根廷|法国|西班牙,72,梅西MLS场均跑动仅8.2km，英法西核心赛季总跑动均超3200km，亚马尔萨卡已出现跑动过载伤病。,wc2026_aggregation.json
injury_08_2,伤病赛程派,运动心理医师,法国,法国|德国|葡萄牙,58,西班牙连续26场不败高压竞技状态心理倦怠风险最高，法国13名新人心理freshest。,wc2026_aggregation.json
injury_08_3,伤病赛程派,营养学家,西班牙,西班牙|阿根廷|荷兰,63,西班牙18人来自西甲，饮食结构和跨大西洋时差调整一致性最高，生理节律同步性优势显著。,wc2026_aggregation.json
injury_09_1,伤病赛程派,运动数据顾问,阿根廷,阿根廷|西班牙|法国,72,阿根廷近6场热身赛梅西场均仅64分钟，老将体能管理远优于法国13名新人磨合消耗。,wc2026_aggregation.json
injury_09_2,伤病赛程派,前英超体能教练,德国,德国|法国|葡萄牙,65,德甲5月中旬结束，德国国脚平均备战窗口长达26天，穆西亚拉维尔茨出场时间比英超核心少800分钟。,wc2026_aggregation.json
injury_09_3,伤病赛程派,航空医学专家,阿根廷,阿根廷|巴西|美国,70,布宜诺斯艾利斯直飞纽约仅8.5小时时差1小时，欧洲球队需12-15小时飞行+6小时时差。,wc2026_aggregation.json
injury_10_1,伤病赛程派,运动防护师,西班牙,西班牙|法国|阿根廷,72,巴西米利唐大腿肌腱+罗德里戈ACL撕裂最惨，西班牙阵容深度12.7亿欧可轮换保护肌肉。,wc2026_aggregation.json
injury_10_2,伤病赛程派,赛事组织者,阿根廷,阿根廷|墨西哥|葡萄牙,65,欧洲球队需承受跨洋+跨时区双重压力，阿根廷南美作战旅途最短，小组对手偏弱可大幅轮换。,wc2026_aggregation.json
injury_10_3,伤病赛程派,运动生物学家,法国,法国|阿根廷|摩洛哥,68,北美6-7月高温高湿，法国14.8亿欧全球第一阵容深度支持高频轮换，非洲裔球员热适应基因天然优势。,wc2026_aggregation.json
dark_01_1,黑马派,南美足球观察家,乌拉圭,乌拉圭|西班牙|法国,48,乌拉圭赔率+6500隐含仅1.5%，FIFA第10却与西班牙同组被极度看衰。南美球队美洲作战自带气候适应优势。,wc2026_aggregation.json
dark_01_2,黑马派,非洲足球推广者,摩洛哥,摩洛哥|巴西|德国,52,摩洛哥FIFA第7+U20世冠+非洲杯双冠，赔率+5000隐含仅2%。新帅进攻体系在美洲有爆冷土壤。,wc2026_aggregation.json
dark_01_3,黑马派,北欧足球狂热者,挪威,挪威|法国|阿根廷,45,哈兰德2.33亿欧状态火热，厄德高伤愈回归，预选双杀意大利。法国内耗可趁，+3000回报极高。,wc2026_aggregation.json
dark_02_1,黑马派,东亚足球评论员,日本,日本|荷兰|西班牙,45,日本FIFA第18 ESPN第15，小组F仅荷兰一支传统强队，+5000赔率与实力严重不匹配。,dark_02_predictions.json
dark_02_2,黑马派,中东足球专家,摩洛哥,摩洛哥|法国|巴西,48,摩洛哥FIFA第7却赔率仅+5000，2022四强+2025非洲杯+U20世冠三线登顶，被严重低估。,dark_02_predictions.json
dark_02_3,黑马派,大洋洲足球推广者,澳大利亚,澳大利亚|美国|土耳其,35,小组D无Top10球队，东道主美国也才+6500，身体流打法适合美加墨场地，赔率极度低估。,dark_02_predictions.json
dark_03_1,黑马派,东欧足球挖掘者,克罗地亚,克罗地亚|阿根廷|西班牙,38,FIFA第10连续两届大赛进前三，莫德里奇最后一舞+最轻松小组配置，大赛韧性被赔率低估。,dark_03_predictions.json
dark_03_2,黑马派,葡语国家联通者,葡萄牙,葡萄牙|阿根廷|哥伦比亚,42,FIFA第4+9.57亿欧身价，K组最轻松小组，C罗第六次出战创历史，+1100赔率被低估。,dark_03_predictions.json
dark_03_3,黑马派,小国足球爱好者,挪威,挪威|西班牙|法国,22,550万人口小国，ESPN实力第10，哈兰德2.33亿欧+预选双杀意大利，FIFA第31极度错配。,dark_03_predictions.json
dark_04_1,黑马派,德甲中下游球迷,摩洛哥,摩洛哥|哥伦比亚|克罗地亚,62,摩洛哥FIFA第7团队纪律性堪比德甲球队，新帅进攻改革让2022四强队伍更完整。,wc2026_aggregation.json
dark_04_2,黑马派,法甲非巴黎球迷,塞内加尔,塞内加尔|摩洛哥|哥伦比亚,55,塞内加尔半数法甲青训出品，FIFA第14却仅+5000，与法国挪威同处I组能突围即证明实力。,wc2026_aggregation.json
dark_04_3,黑马派,MLS忠实观众,墨西哥,墨西哥|美国|摩洛哥,58,墨西哥所有小组赛都在阿兹特克主场，海拔2200米对手难适应，揭幕战主场气势加成巨大。,wc2026_aggregation.json
dark_05_1,黑马派,足彩大奖得主,摩洛哥,摩洛哥|哥伦比亚|挪威,62,摩洛哥FIFA第7却+5000侮辱性赔率，2018克罗地亚就是FIFA第7进决赛，历史会重演。,wc2026_aggregation.json
dark_05_2,黑马派,前球员经纪人,葡萄牙,葡萄牙|阿根廷|哥伦比亚,58,C罗41岁第六次参赛但更衣室已交给新生代，经纪圈朋友说队内气氛空前团结，+1100被低估。,wc2026_aggregation.json
dark_05_3,黑马派,纪录片导演,挪威,挪威|摩洛哥|美国,45,Netflix级别剧本：FIFA第31小国，哈兰德2.33亿欧+厄德高伤愈，预选双杀意大利，+3000完美叙事。,wc2026_aggregation.json
dark_06_1,黑马派,德国低级别球探,荷兰,荷兰|西班牙|阿根廷,55,荷兰8.37亿欧FIFA第6无超巨球星，拼图型阵容少了巨星包袱，西蒙斯伤缺倒逼团队足球。,wc2026_aggregation.json
dark_06_2,黑马派,南美洲旅人,哥伦比亚,哥伦比亚|巴西|墨西哥,42,哥伦比亚FIFA第13赔率+4000被严重低估，南美高原基因适配美洲气候，小组K除葡萄牙外实力有限。,wc2026_aggregation.json
dark_06_3,黑马派,体育社会学家,摩洛哥,摩洛哥|法国|阿根廷,48,摩洛哥FIFA第7赔率+5000隐含仅2%，2025包揽非洲杯和U20世界杯双冠，非洲-阿拉伯交叉身份凝聚力极强。,wc2026_aggregation.json
dark_07_1,黑马派,欧冠黑马球迷,摩洛哥,摩洛哥|西班牙|葡萄牙,65,摩洛哥FIFA第7刚夺非洲杯和U20世冠，赔率却仅+5000。淘汰赛单场制对防守型球队天然友好。,wc2026_aggregation.json
dark_07_2,黑马派,前职业球员,葡萄牙,葡萄牙|法国|挪威,62,维蒂尼亚和内维斯各1.63亿欧正值合同年爆发期，C罗41岁最后一届凝聚力不可低估。,wc2026_aggregation.json
dark_07_3,黑马派,足球历史学者,挪威,挪威|德国|摩洛哥,58,历史黑马均有巨星核心，哈兰德2.33亿欧正值巅峰，预选双杀意大利已证明实力，+3000符合黑马公式。,wc2026_aggregation.json
dark_08_1,黑马派,门将出身评论员,摩洛哥,摩洛哥|西班牙|葡萄牙,62,布努是2022四强门神，FIFA第7却赔率+5000，U20冠军班底注入新鲜血液，门将决定黑马上限。,dark_08_predictions.json
dark_08_2,黑马派,定位球教练,挪威,挪威|西班牙|葡萄牙,55,哈兰德194cm空中优势+身价6.01亿欧与赔率+3000严重错配，定位球是黑马的核武器。,dark_08_predictions.json
dark_08_3,黑马派,xG数据分析师,葡萄牙,葡萄牙|西班牙|法国,58,双1.63亿欧中场+9.57亿欧身价 vs +1100赔率严重不匹配，xG模型显示葡萄牙真实实力被低估18%。,dark_08_predictions.json
dark_09_1,黑马派,女足教练跨界观察,德国,德国|西班牙|阿根廷,58,德国9.98亿欧穆西亚拉+维尔茨双核，E组轻松赛程，团队纪律性比明星堆砌更适应7场系列赛。,dark_09_predictions.json
dark_09_2,黑马派,退役裁判,挪威,挪威|法国|阿根廷,45,裁判执法尺度对身体流有利，哈兰德2.33亿欧是身体流终极武器，预选双杀意大利证明实力。,dark_09_predictions.json
dark_09_3,黑马派,足球装备评测师,摩洛哥,摩洛哥|英格兰|哥伦比亚,52,彪马与摩洛哥深度合作带来科技边际优势，FIFA第7非洲最高，U20世冠注入新鲜血液。,dark_09_predictions.json
dark_10_1,黑马派,足球podcast主持人,挪威,挪威|西班牙|葡萄牙,72,挪威总身价6.01亿欧排第9，哈兰德2.33亿欧，但赔率仅+3000，直觉告诉我这是最被忽视的双核。,wc2026_aggregation.json
dark_10_2,黑马派,前拉斯维加斯庄家,葡萄牙,葡萄牙|阿根廷|德国,68,市场因C罗41岁过度discount葡萄牙，+1100但阵容9.57亿欧排第5，庄家定价有漏洞。,wc2026_aggregation.json
dark_10_3,黑马派,跨国足球记者,摩洛哥,摩洛哥|英格兰|哥伦比亚,65,亲访过卡萨布兰卡基地，他们的集训体系非洲最欧洲化，赔率+5000完全没反映这支球队的进化。,wc2026_aggregation.json
age_01_1,阵容年龄派,青训球探,法国,法国|阿根廷|英格兰,85,法国25-28岁黄金年龄覆盖中轴线：姆巴佩27岁登贝莱28岁楚阿梅尼25岁，26.54岁最接近冠军均值26.91岁。,wc2026_aggregation.json
age_01_2,阵容年龄派,退役球员,阿根廷,阿根廷|葡萄牙|巴西,72,17名2022冠军成员回归，梅西38岁第六次踢世界杯，淘汰赛关键时刻老将心跳比年轻人慢半拍。,wc2026_aggregation.json
age_01_3,阵容年龄派,体育科学记者,西班牙,西班牙|法国|德国,80,西班牙26.12岁处于2010夺冠25.00岁与冠军均值26.91岁的甜蜜进化带，世代交替已经完成。,wc2026_aggregation.json
age_02_1,阵容年龄派,运动生理学家,法国,法国|挪威|巴西,72,姆巴佩28岁登贝莱29岁处于26-29岁生理巅峰窗口，爆发力与决策速度在最优区间。,wc2026_aggregation.json
age_02_2,阵容年龄派,足球经济学者,西班牙,西班牙|英格兰|德国,68,西班牙无超高薪老将挤压薪资空间，亚马尔19岁佩德里23岁合同结构健康，更衣室权力扁平化。,wc2026_aggregation.json
age_02_3,阵容年龄派,前国家队队长,阿根廷,阿根廷|英格兰|法国,65,梅西38岁领导力无可替代，搭配恩佐25岁阿尔瓦雷斯26岁麦卡利斯特27岁，老中青三代梯次分明。,wc2026_aggregation.json
age_03_1,阵容年龄派,俱乐部青训主管,西班牙,西班牙|德国|法国,78,西班牙亚马尔19岁佩德里23岁U23核心质量全球第一，FIFA第1+不败青春风暴已在大赛验证。,wc2026_aggregation.json
age_03_2,阵容年龄派,老将关怀创始人,阿根廷,阿根廷|葡萄牙|法国,65,梅西38岁精神领导力不可替代，搭配阿尔瓦雷斯26岁恩佐25岁黄金中坚，大赛底蕴无可匹敌。,wc2026_aggregation.json
age_03_3,阵容年龄派,运动表现分析师,法国,法国|英格兰|巴西,82,法国姆巴佩27岁登贝莱28岁楚阿梅尼26岁均处25-30岁黄金窗口，总身价14.8亿欧，夺冠概率与黄金年龄占比正相关。,wc2026_aggregation.json
age_04_1,阵容年龄派,运动医学博士,西班牙,西班牙|法国|德国,72,亚马尔19岁佩德里23岁新陈代谢快恢复力强；反观巴西高龄阵容伤病风险在密集赛程中被放大。,wc2026_aggregation.json
age_04_2,阵容年龄派,体育管理顾问,法国,法国|西班牙|英格兰,78,姆巴佩27岁正值巅峰，13名球员首次参赛标志换代完成，德尚谢幕战激发新老结合凝聚力。,wc2026_aggregation.json
age_04_3,阵容年龄派,球迷组织代表,阿根廷,阿根廷|法国|葡萄牙,65,梅西38岁在迈阿密被精心管理出场时间，恩佐等中生代已成熟接班，farewell tour叙事不可低估。,wc2026_aggregation.json
age_05_1,阵容年龄派,数据记者,西班牙,西班牙|法国|英格兰,72,近10届冠军平均26.91岁，西班牙26.12偏年轻但2010年25.00岁已夺冠，青春风暴能支撑7场高强度。,wc2026_aggregation.json
age_05_2,阵容年龄派,前教练,法国,法国|西班牙|阿根廷,78,7场系列赛需经验与活力平衡，法国26.54岁最接近冠军黄金线，11名2022成员+13名新人完美搭配。,wc2026_aggregation.json
age_05_3,阵容年龄派,体能教练,英格兰,英格兰|西班牙|葡萄牙,65,英格兰26.58岁完美贴合冠军平均26.91岁，22岁贝林厄姆和24岁萨卡恢复速度远超巴西老臣。,wc2026_aggregation.json
age_06_1,阵容年龄派,法国足球评论员,法国,法国|西班牙|英格兰,78,姆巴佩26岁正值巅峰身价2亿欧，登贝莱+奥利塞构成最恐怖锋线，德尚最后一舞激发军心。,wc2026_aggregation.json
age_06_2,阵容年龄派,德国足球记者,德国,德国|阿根廷|法国,55,穆西亚拉22岁+维尔茨23岁双核合计2.33亿欧，帕夫洛维奇21岁青春中轴线，+1400被严重低估。,wc2026_aggregation.json
age_06_3,阵容年龄派,西班牙足球分析师,西班牙,西班牙|法国|葡萄牙,82,亚马尔18岁身价2.33亿欧全球最贵，佩德里22岁+维蒂尼亚组技术铁三角，兼具青春活力与大赛底蕴。,wc2026_aggregation.json
age_07_1,阵容年龄派,英格兰足球博主,英格兰,英格兰|法国|西班牙,72,贝林厄姆22岁萨卡23岁赖斯25岁三核处于双巅峰，身价13.1亿欧，黄金窗口期不可复制。,age_07_predictions.json
age_07_2,阵容年龄派,阿根廷足球观察家,阿根廷,阿根廷|法国|巴西,65,梅西38岁最后一舞+阿尔瓦雷斯25岁恩佐25岁麦卡利斯特26岁接班，传承交接战术弹性最佳。,age_07_predictions.json
age_07_3,阵容年龄派,葡萄牙足球记者,葡萄牙,葡萄牙|西班牙|法国,55,C罗41岁精神图腾+维蒂尼亚25岁内维斯22岁门德斯24岁新生代接管，世代交替完成释放战术自由度。,age_07_predictions.json
age_08_1,阵容年龄派,巴西足球专家,巴西,巴西|阿根廷|法国,55,维尼修斯25岁领衔近20年最年轻锋线，安切洛蒂调教+800赔率被低估，年轻化是大赛本钱。,age_08_predictions.json
age_08_2,阵容年龄派,荷兰足球评论员,荷兰,荷兰|西班牙|阿根廷,30,格拉芬贝赫23岁廷伯23岁骨架体能优势明显，+2000价值投资，美加墨高温赛程青年军有优势。,age_08_predictions.json
age_08_3,阵容年龄派,意大利足球记者,阿根廷,阿根廷|法国|巴西,65,梅西38岁第六次出征，2022夺冠班底默契深厚，法国13名新手定力存疑，老将淘汰赛经验 invaluable。,age_08_predictions.json
age_09_1,阵容年龄派,挪威足球狂热者,挪威,挪威|西班牙|法国,35,哈兰德25岁+厄德高27岁正值巅峰，6.01亿欧身价位列全球第9，ESPN第10高于比利时克罗地亚。,age_09_predictions.json
age_09_2,阵容年龄派,克罗地亚足球observer,克罗地亚,克罗地亚|阿根廷|西班牙,50,莫德里奇40岁最后一舞激发全队潜能，2022季军2018亚军大赛基因仍在DNA里，老将意志不用身价衡量。,age_09_predictions.json
age_09_3,阵容年龄派,比利时足球分析师,法国,法国|英格兰|葡萄牙,62,德布劳内34岁卢卡库32岁老化曲线印证比利时黄金一代过巅峰，法国姆巴佩27岁才是黄金结构。,age_09_predictions.json
age_10_1,阵容年龄派,摩洛哥足球推广者,摩洛哥,摩洛哥|西班牙|法国,45,阿什拉夫27岁齐耶赫31岁黄金期，恩内斯里28岁巅峰，U20世冠新生代，年龄结构比2022四强时更成熟。,wc2026_aggregation.json
age_10_2,阵容年龄派,哥伦比亚足球粉丝,哥伦比亚,哥伦比亚|阿根廷|德国,35,J罗34岁2014金靴经验加持，迪亚斯28岁利物浦巅峰，法尔考36岁超级替补，老少三代搭配默契。,wc2026_aggregation.json
age_10_3,阵容年龄派,日本足球评论员,日本,日本|英格兰|西班牙,40,久保建英25岁堂安律28岁富安健洋28岁组成25-28岁旅欧黄金中轴，经验与活力兼备的最佳窗口。,wc2026_aggregation.json
mental_01_1,心理抗压派,体育心理学家,阿根廷,阿根廷|法国|西班牙,78,2022淘汰赛三次生死时刻集体记忆+大马丁40%扑点率，阿根廷点球DNA是淘汰赛杀手锏。,mental_01_predictions.json
mental_01_2,心理抗压派,前国家队队长,法国,法国|西班牙|阿根廷,72,德尚谢幕战决绝气场+姆巴佩2022决赛帽子戏法+14.8亿欧阵容底子，逆境翻盘基因最强。,mental_01_predictions.json
mental_01_3,心理抗压派,体育记者,西班牙,西班牙|法国|阿根廷,65,2024年3月以来不败+亚马尔佩德里高压下传球成功率远超同龄，大心脏记录最稳。,mental_01_predictions.json
mental_02_1,心理抗压派,点球教练,阿根廷,阿根廷|法国|西班牙,74,阿根廷2022点球大战连胜荷兰与法国夺冠，大马丁心理威慑是杀手锏；法国13名新人点球准备不足。,wc2026_aggregation.json
mental_02_2,心理抗压派,运动心理咨询师,法国,法国|阿根廷|德国,68,亚马尔18岁带伤出战腿筋存疑，淘汰赛高压下年轻心态波动风险远大于法国老将框架稳定性。,wc2026_aggregation.json
mental_02_3,心理抗压派,前裁判,德国,德国|法国|阿根廷,61,德国球员历来以场上纪律性和裁判沟通成熟著称，穆西亚拉维尔茨规则意识出色。,wc2026_aggregation.json
mental_03_1,心理抗压派,体育播客主持人,法国,法国|西班牙|阿根廷,76,大赛DNA+德尚最后一届的额外心理动力，近三届两进决赛一夺冠的淘汰赛韧性已被验证。,mental_03_predictions.json
mental_03_2,心理抗压派,前世界杯参赛球员,阿根廷,阿根廷|巴西|法国,71,梅西38岁的从容+2022夺冠后心态脱胎换骨，亲历者知道卫冕冠军的心理优势有多大。,mental_03_predictions.json
mental_03_3,心理抗压派,足球纪录片导演,西班牙,西班牙|阿根廷|德国,68,年轻团队无历史包袱，团队足球文化分散个人心理压力，更衣室领袖质量我亲眼所见。,mental_03_predictions.json
mental_04_1,心理抗压派,体育社会学家,西班牙,西班牙|法国|阿根廷,72,西班牙已获2024欧洲杯冠军，国家期待已被部分兑现，球员无需背负必须夺冠的国民焦虑。,mental_04_predictions.json
mental_04_2,心理抗压派,前运动心理咨询师,德国,德国|西班牙|葡萄牙,58,德国无社媒超级巨星，穆西亚拉维尔茨可将注意力完全集中在比赛，低关注度形成心理释放窗口。,mental_04_predictions.json
mental_04_3,心理抗压派,军事心理学顾问,法国,法国|阿根廷|德国,78,德尚宣布卸任创造最后一役集体使命感，军事化管理风格最适合淘汰赛战场心理。,mental_04_predictions.json
mental_05_1,心理抗压派,前爱尔兰国脚,荷兰,荷兰|阿根廷|葡萄牙,65,荷兰赔率+2000无冕之王心理枷锁最深，从爱尔兰球员生涯中学到，不被看好时更敢冒险。,wc2026_aggregation.json
mental_05_2,心理抗压派,德国体育心理学家,德国,德国|法国|西班牙,72,2022小组出局的集体创伤在日耳曼废墟中重建的民族心理驱动下，转化为极端压力下的惊人战斗力。,wc2026_aggregation.json
mental_05_3,心理抗压派,拉丁美洲心理分析师,阿根廷,阿根廷|巴西|哥伦比亚,78,南美球员情绪表达不是弱点而是超能力，逆境时阿根廷集体情感共振激发超越技战术的战斗力。,wc2026_aggregation.json
mental_06_1,心理抗压派,前英格兰国脚,西班牙,西班牙|法国|阿根廷,72,英格兰足球回家口号制造巨大心理压力，萨卡贝林厄姆状态起伏是压力外化；西班牙年轻球员无历史包袱。,wc2026_aggregation.json
mental_06_2,心理抗压派,非洲运动心理学家,法国,法国|摩洛哥|西班牙,65,摩洛哥2025连夺非洲杯+U20世冠证明非洲足球集体动力极强；法国13名新人无往届阴影。,wc2026_aggregation.json
mental_06_3,心理抗压派,亚洲足球心理咨询师,阿根廷,阿根廷|日本|巴西,68,日本连续两届击败德国西班牙证明挑战者心态可破心魔；阿根廷梅西最后一舞让全队心态无比从容。,wc2026_aggregation.json
mental_07_1,心理抗压派,西班牙体育心理学家,西班牙,西班牙|法国|阿根廷,75,连续不败的心理惯性是淘汰赛加时与点球大战中最隐秘的杀手锏，不会输的心态难以打破。,wc2026_aggregation.json
mental_07_2,心理抗压派,法国足球评论员,法国,法国|西班牙|英格兰,68,德尚宣布卸任激发全队凝聚力，13名新人首次参赛渴望证明自我，为恩师最后一战不可估量。,wc2026_aggregation.json
